1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0 0
31 0.915 0.0211413 0.002
32 0.945 0.158563 0.018
33 0.975 0.688922 0.092
34 1.005 1.1391 0.222
35 1.035 1.73496 0.432
36 1.065 1.82587 0.666
37 1.095 1.66815 0.892
38 1.125 1.73422 1.14
39 1.155 1.84433 1.418
40 1.185 1.39919 1.64
41 1.215 1.6427 1.914
42 1.245 1.45029 2.168
43 1.275 1.38285 2.422
44 1.305 1.32001 2.676
45 1.335 1.23155 2.924
46 1.365 1.37752 3.214
47 1.395 1.06422 3.448
48 1.425 1.08962 3.698
49 1.455 1.23746 3.994
50 1.485 1.26824 4.31
51 1.515 0.933164 4.552
52 1.545 1.00851 4.824
53 1.575 1.09177 5.13
54 1.605 0.907034 5.394
55 1.635 0.920406 5.672
56 1.665 0.945004 5.968
57 1.695 0.9673 6.282
58 1.725 0.951794 6.602
59 1.755 0.804591 6.882
60 1.785 1.03888 7.256
61 1.815 1.02095 7.636
62 1.845 0.930814 7.994
63 1.875 0.961687 8.376
64 1.905 0.94627 8.764
65 1.935 1.00698 9.19
66 1.965 1.03148 9.64
67 1.995 0.96956 10.076
68 2.025 1.01011 10.544
69 2.055 1.03114 11.036
70 2.085 1.00168 11.528
71 2.115 1.12779 12.098
72 2.145 1.01567 12.626
73 2.175 1.09262 13.21
74 2.205 1.09222 13.81
75 2.235 1.05955 14.408
76 2.265 0.983364 14.978
77 2.295 1.11242 15.64
78 2.325 1.07735 16.298
79 2.355 1.03412 16.946
80 2.385 0.942914 17.552
81 2.415 1.03193 18.232
82 2.445 1.03934 18.934
83 2.475 0.994065 19.622
84 2.505 1.0522 20.368
85 2.535 1.0302 21.116
86 2.565 0.984722 21.848
87 2.595 0.988372 22.6
88 2.625 0.94279 23.334
89 2.655 0.999451 24.13
90 2.685 0.969876 24.92
91 2.715 0.979779 25.736
92 2.745 0.979623 26.57
93 2.775 1.04131 27.476
94 2.805 0.992158 28.358
95 2.835 1.03734 29.3
96 2.865 0.998481 30.226
97 2.895 1.07294 31.242
98 2.925 1.01587 32.224
99 2.955 1.06427 33.274
100 2.985 0.985375 34.266
